"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         644,      -5.228127842,      -3.386527031,      -2.747841846,      0.2517888619,      -7.081165892
          0,           0,         645,      -5.226839898,      -3.398031251,      -2.770283978,      0.2530876028,      -7.081217279
          0,           0,         646,       -5.23009868,      -3.402983143,      -2.760479294,      0.2497549799,      -7.081257285
          0,           0,         647,      -5.238185093,      -3.412499679,      -2.775267581,      0.2416102609,      -7.081298515
          0,           0,         648,       -5.23262646,      -3.401814759,      -2.744961782,      0.2472140636,      -7.081350066
          0,           0,         649,      -5.234905817,      -3.407990103,      -2.786339738,      0.2449356757,      -7.081403274
          0,           0,         650,      -5.239489589,      -3.402619898,      -2.749230702,      0.2402893044,      -7.081451743
          0,           0,         651,      -5.238280675,      -3.405425861,      -2.762307801,      0.2415139841,      -7.081496136
          0,           0,         652,      -5.234820029,      -3.401945711,      -2.761609431,      0.2450058334,       -7.08154006
          0,           0,         653,      -5.239164452,      -3.398145908,      -2.778099434,      0.2406690145,      -7.081586588
          0,           0,         654,      -5.235491046,      -3.401311124,      -2.747967868,      0.2444037476,       -7.08163234
          0,           0,         655,      -5.247527876,      -3.406491733,      -2.791252922,      0.2323082457,      -7.081676996
          0,           0,         656,      -5.243416663,      -3.403720271,      -2.764877725,      0.2364819947,      -7.081725851
          0,           0,         657,      -5.246575717,      -3.403340605,      -2.771500542,      0.2332737322,       -7.08177617
          0,           0,         658,       -5.24800587,      -3.411032435,      -2.766773254,      0.2317878955,       -7.08182926
          0,           0,         659,      -5.244543644,      -3.409229131,      -2.791515758,      0.2353206652,      -7.081872887
          0,           0,         660,      -5.241962531,      -3.400435363,      -2.756784912,      0.2379289852,       -7.08191799
          0,           0,         661,      -5.247545753,      -3.406335844,      -2.791279827,      0.2323379393,      -7.081960022
          0,           0,         662,      -5.249998974,      -3.403170338,      -2.767391688,      0.2298529976,      -7.082004753
          0,           0,         663,      -5.241608907,      -3.406056444,      -2.780799434,      0.2382646133,      -7.082057086
          0,           0,         664,      -5.240074897,      -3.396418689,      -2.762510231,      0.2398633294,      -7.082104587
          0,           0,         665,      -5.240903297,       -3.40504345,      -2.784801122,      0.2390809547,      -7.082147719
          0,           0,         666,       -5.24413858,      -3.408891571,      -2.759634354,      0.2357553548,      -7.082189513
          0,           0,         667,      -5.245361679,      -3.416453097,      -2.789257237,       0.234518791,      -7.082232056
          0,           0,         668,      -5.237601947,       -3.39939292,      -2.765949905,      0.2423374249,      -7.082277839
          0,           0,         669,      -5.233059532,      -3.406538135,      -2.776719988,         0.2468882,      -7.082326818
          0,           0,         670,      -5.235545255,      -3.415439461,      -2.769460296,       0.244323438,      -7.082365284
          0,           0,         671,      -5.236780718,      -3.417793632,      -2.783349868,       0.243154391,      -7.082400568
          0,           0,         672,      -5.231434032,      -3.417335923,       -2.76301981,      0.2485148085,      -7.082440298
          0,           0,         673,      -5.229423969,      -3.421633482,      -2.791411964,       0.250530431,      -7.082487401
          0,           0,         674,      -5.230245669,      -3.418202815,      -2.762163231,      0.2497287925,      -7.082527629
          0,           0,         675,      -5.227330894,      -3.423991017,      -2.776279606,      0.2526323286,      -7.082559668
          0,           0,         676,      -5.227757226,      -3.420471138,      -2.772323238,      0.2522344968,      -7.082596829
          0,           0,         677,      -5.228201866,      -3.417676313,      -2.780356095,      0.2517879076,      -7.082639805
          0,           0,         678,      -5.219838545,       -3.41415756,      -2.752618973,       0.260190644,      -7.082688271
          0,           0,         679,      -5.224016976,      -3.428255983,      -2.787734049,      0.2559686184,      -7.082721743
          0,           0,         680,      -5.225622298,      -3.429762713,      -2.764637983,      0.2543393847,      -7.082753276
          0,           0,         681,      -5.221350295,      -3.428887279,      -2.766371728,      0.2586160559,      -7.082782701
          0,           0,         682,      -5.225775235,      -3.428657435,      -2.769474082,      0.2542057892,      -7.082821855
          0,           0,         683,      -5.221353466,      -3.428594471,      -2.789156921,      0.2586654121,      -7.082864916
          0,           0,         684,       -5.21870016,      -3.424623386,      -2.751212272,      0.2612878695,      -7.082895239
          0,           0,         685,      -5.226826526,      -3.437990106,      -2.790237438,      0.2531327061,      -7.082921821
          0,           0,         686,      -5.221898612,      -3.426940887,      -2.769457643,      0.2581195872,      -7.082949308
          0,           0,         687,      -5.219060739,      -3.424837761,       -2.77042656,      0.2609200876,      -7.082991578
          0,           0,         688,      -5.223873765,      -3.427833846,      -2.769463724,      0.2561165813,      -7.083028004
          0,           0,         689,      -5.224364596,      -3.426866206,      -2.786956468,      0.2556683582,      -7.083048674
          0,           0,         690,      -5.220604624,      -3.418690895,      -2.750378372,      0.2594039795,      -7.083075446
          0,           0,         691,      -5.223399697,      -3.431816706,      -2.787948833,      0.2566022377,      -7.083109186
          0,           0,         692,      -5.220939694,      -3.433396322,      -2.770036992,      0.2590340284,      -7.083146589
          0,           0,         693,      -5.222439835,      -3.430151903,      -2.771436442,      0.2575650332,      -7.083178082
          0,           0,         694,      -5.217804603,       -3.42613712,      -2.767458147,      0.2622393473,      -7.083205074
          0,           0,         695,      -5.222847131,      -3.428037977,      -2.786119889,      0.2571885699,      -7.083228544
          0,           0,         696,      -5.217602625,      -3.427927707,      -2.754612428,      0.2624021765,      -7.083262146
          0,           0,         697,      -5.217045529,      -3.428365305,      -2.784121201,       0.262987259,      -7.083295004
          0,           0,         698,      -5.219984506,      -3.432078594,      -2.770063802,      0.2600283943,      -7.083321857
